geo,time,Search_impression,Display_impression,Video_impression,DemandGen_impression,Search_spend,Display_spend,Video_spend,Demand Gen_spend,Conversions,Population,Revenue_Per_Conversion
North Lanarkshire,12/2/24,21,35,28,,$1.48,$0.00,$0.29, --,0,341140,$0
Northern Ireland,12/2/24,179,"1,023",123,,$42.64,$0.56,$1.89, --,0,1903100,$0
Ohio,12/2/24,"1,758","2,245","3,934",469,$930.46,$143.04,$35.87,$5.36,12,11780017,"$7,056"
Oklahoma,12/2/24,481,495,"1,276",130,$192.64,$16.45,$10.50,$0.32,1,3986639,$588
Oregon,12/2/24,568,"2,159","1,899",272,$144.02,$89.43,$18.76,$6.70,2,4237256,"$1,176"
Orkney,12/2/24,1,2,2,,$0.00,$0.00,$0.02, --,0,22400,$0
Pembrokeshire,12/2/24,8,21,13,,$3.43,$0.00,$0.08, --,0,125818,$0
Pennsylvania,12/2/24,"2,258","2,776","4,878",648,"$1,116.65",$42.56,$46.76,$5.04,6,12964056,"$3,528"
Plymouth,12/2/24,26,33,29,,$4.99,$0.05,$0.64, --,0,263100,$0
Powys,12/2/24,17,20,10,,$2.32,$0.00,$0.05, --,0,133030,$0
Rhode Island,12/2/24,196,259,332,48,$157.75,$0.37,$3.40,$0.11,3,1098163,"$1,764"
San Francisco Bay Area,12/2/24,"1,281","9,254","5,779",849,$622.25,$188.19,$56.51,$9.89,4,7753000,"$2,352"
Scotland,12/2/24,424,"2,279",478,,$122.39,$0.57,$10.69, --,2,5479900,"$1,176"
Silicon Valley,12/2/24,373,"3,710","1,514",292,$133.49,$18.68,$13.67,$5.09,0,3137600,$0
Somerset,12/2/24,48,63,53,,$2.32,$0.00,$0.83, --,0,965424,$0
South Carolina,12/2/24,"1,072","1,712","1,448",230,$717.79,$12.57,$19.44,$0.66,2,5190705,"$1,176"
South Dakota,12/2/24,107,46,164,18,$18.19,$0.00,$1.29,$0.02,0,903027,$0
Stoke-on-Trent,12/2/24,41,174,36,,$6.84,$0.00,$0.58, --,0,256621,$0
Tennessee,12/2/24,"1,254","1,735","2,203",330,$805.20,$53.65,$20.01,$4.46,3,6975218,"$1,764"
Texas,12/2/24,"5,714","9,256","13,627","1,839","$2,941.27",$184.04,$157.80,$21.20,15,29527941,"$8,820"
Utah,12/2/24,421,998,"1,276",202,$267.34,$279.51,$9.97,$0.78,2,3337975,"$1,176"
Vale of Glamorgan,12/2/24,8,23,7,,$3.90,$0.00,$0.04, --,0,136720,$0
Vermont,12/2/24,105,136,144,35,$46.05,$0.25,$1.27,$0.06,0,643077,$0
Virginia,12/2/24,"1,967","5,710","5,078",772,$903.24,$105.59,$47.84,$8.90,3,8642274,"$1,764"
Wales,12/2/24,320,"2,013",263,,$97.94,$0.75,$5.18, --,0,3105000,$0
Washington,12/2/24,"1,285","5,340","4,661",674,$548.14,$31.87,$39.41,$6.09,1,7796941,$588
West Virginia,12/2/24,212,125,269,27,$82.41,$5.50,$2.90,$0.07,0,1782959,$0
Wisconsin,12/2/24,708,734,"1,619",186,$286.35,$7.27,$10.93,$15.69,0,5893718,$0
Wyoming,12/2/24,87,109,146,26,$27.96,$0.24,$1.08,$0.03,0,577719,$0
Akrotiri and Dhekelia,12/9/24,1,2,,,$0.00,$0.00, --, --,0,18195,$0
Alabama,12/9/24,842,695,"1,582",126,$445.38,$36.72,$21.19,$3.90,1,5039877,$588
Alaska,12/9/24,104,94,287,40,$71.07,$0.09,$4.46,$0.24,0,732673,$0
Arizona,12/9/24,"1,390","1,962","2,814",303,$572.68,$20.86,$24.87,$3.99,3,7359197,"$1,764"
Arkansas,12/9/24,438,281,739,80,$137.35,$18.36,$12.19,$4.84,3,3011524,"$1,764"
Bedford,12/9/24,41,2,25,,$17.63,$0.00,$0.63, --,0,173292,$0
Berkshire,12/9/24,149,4,181,,$33.31,$0.00,$3.20, --,0,942400,$0
Blackpool,12/9/24,13,,9,,$1.10, --,$0.77, --,0,139300,$0
Blekinge County,12/9/24,5,,,,$0.00, --, --, --,0,159056,$0
Buckinghamshire,12/9/24,123,4,132,,$20.68,$0.00,$2.04, --,0,812200,$0
Caerphilly County Borough,12/9/24,30,,12,,$5.27, --,$1.26, --,0,181019,$0
California,12/9/24,"6,082","12,700","14,268","1,702","$2,833.56",$113.71,$170.92,$24.32,14,39538223,"$8,232"
Central Bedfordshire,12/9/24,37,,49,,$5.53, --,$0.43, --,0,294200,$0
Cheshire East,12/9/24,70,2,49,,$4.37,$0.00,$0.69, --,0,398800,$0
Colorado,12/9/24,"1,138",784,"2,908",205,$401.45,$16.13,$20.71,$1.41,4,5807719,"$2,352"
Connecticut,12/9/24,912,"1,048","1,420",273,$373.25,$14.63,$14.76,$4.41,1,3605597,$588
County Tyrone,12/9/24,14,,7,,$9.89, --,$0.02, --,0,182000,$0
Dalarna County,12/9/24,12,,,,$1.71, --, --, --,0,286139,$0
Delaware,12/9/24,339,132,323,50,$256.25,$1.68,$3.86,$0.57,1,1003384,$588
Devon,12/9/24,115,3,88,,$14.72,$0.00,$1.12, --,0,1194166,$0
District of Columbia,12/9/24,491,794,"1,132",95,$213.04,$27.51,$13.17,$2.25,1,689545,$588
Drenthe,12/9/24,13,,,,$1.55, --, --, --,0,493682,$0
Dundee City Council,12/9/24,28,4,10,,$16.21,$0.00,$0.21, --,1,148210,$588
England,12/9/24,"10,153","7,723","11,531",,"$2,325.18",$250.84,$290.80, --,32.75,56489800,"$19,257"
Essex,12/9/24,306,16,235,,$110.02,$0.00,$6.12, --,0,1832700,$0
Flevoland,12/9/24,27,,,,$3.95, --, --, --,0,423021,$0
Florida,12/9/24,"7,910","9,910","9,486","1,471","$4,602.09",$171.75,$126.76,$89.37,22,21781128,"$12,936"
Friesland,12/9/24,32,,,,$6.03, --, --, --,0,649944,$0
Gavleborg County,12/9/24,15,,,,$1.92, --, --, --,0,287382,$0
Gelderland,12/9/24,115,,,,$16.66, --, --, --,0,2090168,$0
Georgia,12/9/24,"3,514","4,071","6,445",632,"$1,872.09",$84.73,$90.47,$11.85,9,10711908,"$5,292"
Glasgow City,12/9/24,196,29,137,,$30.20,$0.00,$2.59, --,0,635640,$0
Gotland County,12/9/24,3,,,,$0.00, --, --, --,0,60124,$0
Groningen,12/9/24,27,,,,$4.22, --, --, --,0,585090,$0
Halland County,12/9/24,12,,,,$2.54, --, --, --,0,336748,$0
Hampshire,12/9/24,254,14,162,,$64.38,$0.00,$3.49, --,2,1389200,"$1,176"
Hawaii,12/9/24,313,682,"1,546",197,$116.34,$32.38,$12.92,$1.34,1,1455271,$588
Idaho,12/9/24,310,197,468,44,$119.40,$6.87,$3.55,$0.35,1,1839106,$588
Illinois,12/9/24,"2,736","3,347","7,340",440,"$1,102.53",$91.49,$74.38,$6.67,8,12671469,"$4,704"
Indiana,12/9/24,"1,077",502,"2,007",144,$455.66,$5.67,$14.47,$0.72,4,6785528,"$2,352"
Iowa,12/9/24,409,179,855,49,$165.85,$6.24,$5.53,$1.30,2,3190369,"$1,176"
Isle of Anglesey,12/9/24,7,,4,,$2.05, --,$0.04, --,0,69961,$0
Jamtland County,12/9/24,2,,,,$0.00, --, --, --,0,132675,$0
Jonkoping County,12/9/24,9,,,,$0.00, --, --, --,0,363599,$0
Kalmar County,12/9/24,11,,,,$0.00, --, --, --,0,247896,$0
Kansas,12/9/24,420,199,875,53,$173.90,$0.04,$6.51,$1.12,2,2937880,"$1,176"
Kent,12/9/24,372,20,264,,$80.26,$0.32,$9.83, --,0,1589100,$0
Kentucky,12/9/24,718,435,"1,348",90,$322.67,$15.78,$8.84,$1.55,2,4505836,"$1,176"
Kingston upon Hull,12/9/24,54,2,40,,$12.28,$0.00,$1.11, --,0,259778,$0
Kronoberg County,12/9/24,15,,,,$3.71, --, --, --,0,201469,$0
Lancashire,12/9/24,218,12,115,,$49.30,$0.00,$1.29, --,3,1517500,"$1,764"
Limburg,12/9/24,71,,,,$8.80, --, --, --,0,1117201,$0
Louisiana,12/9/24,778,756,"1,308",93,$406.58,$36.57,$17.13,$1.20,2,4657757,"$1,176"
Maine,12/9/24,196,142,403,32,$44.79,$0.17,$2.73,$2.40,0,1372247,$0
Maryland,12/9/24,"2,035","2,036","3,624",348,"$1,089.10",$28.74,$54.40,$22.23,7,6165129,"$4,116"
Massachusetts,12/9/24,"1,490","3,007","4,250",337,$533.86,$80.74,$38.32,$15.14,6.5,6984723,"$3,822"
Michigan,12/9/24,"1,780","1,093","3,233",271,$693.19,$51.69,$32.55,$3.89,6,10077331,"$3,528"
Midlothian,12/9/24,8,1,14,,$1.62,$0.00,$0.06, --,0,93830,$0
Minnesota,12/9/24,931,877,"2,430",199,$403.12,$13.87,$18.65,$7.45,5,5706398,"$2,940"
Mississippi,12/9/24,391,307,710,48,$208.74,$20.02,$6.76,$0.26,2,2949965,"$1,176"
Missouri,12/9/24,"1,038",785,"1,749",139,$537.96,$14.72,$15.39,$2.39,8,6168187,"$4,704"
Montana,12/9/24,170,136,316,25,$137.60,$0.05,$2.45,$0.11,1,1084225,$588
Nebraska,12/9/24,273,163,658,34,$79.67,$2.55,$8.18,$0.16,1,1961504,$588
Nevada,12/9/24,685,"1,095","1,822",218,$282.67,$23.06,$19.99,$2.54,3,3104614,"$1,764"
New Hampshire,12/9/24,243,228,422,37,$165.31,$3.19,$4.31,$8.19,4,1388992,"$2,352"
New Jersey,12/9/24,"3,168","2,833","4,970",654,"$1,666.74",$43.02,$60.56,$13.87,11,9288994,"$6,468"
New Mexico,12/9/24,290,219,714,62,$89.80,$2.60,$6.48,$0.54,1,2117522,$588
New York,12/9/24,"6,508","8,359","12,533","1,125","$3,131.08",$318.52,$139.77,$21.89,16,19835913,"$9,408"
Norrbotten County,12/9/24,8,,,,$2.27, --, --, --,0,250093,$0
North Brabant,12/9/24,173,,,,$25.74, --, --, --,0,2562955,$0
North Carolina,12/9/24,"2,540","3,232","4,622",398,"$1,128.67",$46.49,$38.66,$9.88,12,10551162,"$7,056"
North Dakota,12/9/24,130,51,187,24,$47.69,$0.02,$1.57,$0.21,0,779702,$0
North Holland,12/9/24,361,,,,$56.53, --, --, --,0,2877909,$0
North Lanarkshire,12/9/24,43,8,35,,$8.20,$0.00,$0.95, --,0,341140,$0
Northern Ireland,12/9/24,220,23,131,,$43.25,$0.00,$2.23, --,1,1903100,$588
Ohio,12/9/24,"2,140","1,546","3,898",298,"$1,247.27",$98.86,$33.92,$6.02,12,11780017,"$7,056"
Oklahoma,12/9/24,540,479,"1,156",71,$279.39,$8.74,$10.48,$0.28,3,3986639,"$1,764"
Orebro County,12/9/24,6,,,,$0.44, --, --, --,0,307011,$0
Oregon,12/9/24,632,"1,313","1,868",155,$204.34,$67.08,$25.02,$2.96,3,4237256,"$1,764"
Orkney,12/9/24,0,,3,,$0.00, --,$0.00, --,0,22400,$0
Ostergotland County,12/9/24,22,,,,$10.41, --, --, --,0,465891,$0
Overijssel,12/9/24,57,,,,$10.40, --, --, --,0,1162406,$0
Pembrokeshire,12/9/24,19,,7,,$21.03, --,$0.07, --,0,125818,$0
Pennsylvania,12/9/24,"2,481","1,888","4,809",394,"$1,265.57",$77.00,$50.17,$4.45,10,12964056,"$5,880"
Plymouth,12/9/24,56,2,35,,$11.03,$0.00,$1.56, --,2,263100,"$1,176"
Powys,12/9/24,29,,17,,$6.19, --,$0.29, --,0,133030,$0
Rhode Island,12/9/24,188,165,369,44,$81.65,$0.14,$3.30,$0.10,2,1098163,"$1,176"
San Francisco Bay Area,12/9/24,"1,615","5,909","5,440",599,"$1,038.30",$67.03,$56.02,$12.87,7,7753000,"$4,116"
Scotland,12/9/24,686,103,465,,$162.56,$0.92,$11.45, --,1,5479900,$588
Silicon Valley,12/9/24,505,"2,293","1,387",198,$147.38,$22.36,$14.30,$1.58,1,3137600,$588
Skane County,12/9/24,74,,,,$10.86, --, --, --,0,1389336,$0
Sodermanland County,12/9/24,10,,,,$0.00, --, --, --,0,302935,$0
Somerset,12/9/24,78,2,67,,$11.41,$0.00,$1.35, --,0,965424,$0
South Carolina,12/9/24,"1,159","1,273","1,564",171,$740.31,$15.30,$21.85,$2.84,9,5190705,"$5,292"
South Dakota,12/9/24,105,41,218,15,$35.65,$0.03,$1.34,$0.02,1,903027,$588
South Holland,12/9/24,380,,,,$76.80, --, --, --,0,3714850,$0
Stockholm County,12/9/24,241,,,,$20.79, --, --, --,0,2391990,$0
Stoke-on-Trent,12/9/24,56,3,32,,$17.27,$0.00,$0.70, --,0,256621,$0
Tennessee,12/9/24,"1,450","1,017","2,130",202,$813.43,$26.73,$17.13,$8.89,10,6975218,"$5,880"
Texas,12/9/24,"7,152","6,328","13,113","1,325","$3,893.45",$123.70,$167.57,$27.84,19,29527941,"$11,172"
Uppsala County,12/9/24,14,,,,$2.21, --, --, --,0,383713,$0
Utah,12/9/24,542,626,"1,029",116,$233.74,$7.91,$8.28,$0.38,3,3337975,"$1,764"
Utrecht,12/9/24,81,,,,$11.81, --, --, --,0,1361730,$0
Vale of Glamorgan,12/9/24,21,1,7,,$8.82,$0.00,$0.13, --,0,136720,$0
Varmland County,12/9/24,13,,,,$0.00, --, --, --,0,282342,$0
Vasterbotten County,12/9/24,8,,,,$3.84, --, --, --,0,272061,$0
Vasternorrland County,12/9/24,5,,,,$0.00, --, --, --,0,245653,$0
Vastmanland County,12/9/24,6,,,,$0.00, --, --, --,0,280988,$0
Vastra Gotaland County,12/9/24,92,,,,$20.37, --, --, --,1,1755525,$588
Vermont,12/9/24,95,89,210,34,$47.70,$0.09,$1.98,$0.03,0,643077,$0
Virginia,12/9/24,"2,200","4,286","4,601",444,"$1,124.28",$194.15,$50.45,$6.82,12,8642274,"$7,056"
Wales,12/9/24,407,39,262,,$116.65,$0.00,$4.54, --,1,3105000,$588
Washington,12/9/24,"1,302","3,245","4,936",391,$416.98,$31.87,$37.49,$1.78,1,7796941,$588
West Virginia,12/9/24,235,113,288,20,$104.51,$1.85,$2.67,$0.02,2,1782959,"$1,176"
Wisconsin,12/9/24,852,430,"1,829",89,$447.67,$55.22,$12.21,$0.92,3,5893718,"$1,764"
Wyoming,12/9/24,77,78,167,20,$46.35,$6.88,$0.80,$0.02,3,577719,"$1,764"
Zeeland,12/9/24,31,,,,$3.20, --, --, --,0,385095,$0
Akrotiri and Dhekelia,12/16/24,1,3,,,$0.00,$0.00, --, --,0,18195,$0
Alabama,12/16/24,838,886,895,51,$456.28,$34.11,$16.22,$1.07,5,5039877,"$2,940"
Alaska,12/16/24,112,189,197,21,$11.73,$4.84,$3.41,$2.01,0,732673,$0
Arizona,12/16/24,"1,332","1,857","1,610",142,$586.52,$6.83,$25.41,$6.71,4,7359197,"$2,352"
Arkansas,12/16/24,373,365,360,24,$193.58,$20.28,$7.64,$0.22,2,3011524,"$1,176"
Bedford,12/16/24,32,3,27,,$9.25,$0.00,$0.36, --,0,173292,$0
Berkshire,12/16/24,149,18,138,,$15.86,$0.00,$2.34, --,0,942400,$0
Blackpool,12/16/24,9,1,11,,$3.39,$0.00,$0.29, --,0,139300,$0
Blekinge County,12/16/24,44,346,244,,$11.63,$0.77,$1.31, --,0,159056,$0
Buckinghamshire,12/16/24,116,20,90,,$30.92,$0.00,$2.00, --,0,812200,$0
Caerphilly County Borough,12/16/24,22,1,17,,$3.19,$0.00,$0.64, --,0,181019,$0
California,12/16/24,"6,527","10,828","9,178",475,"$2,580.33",$123.22,$148.94,$26.80,18,39538223,"$10,584"
Central Bedfordshire,12/16/24,58,2,30,,$10.43,$0.00,$0.76, --,2,294200,"$1,176"
Cheshire East,12/16/24,58,6,38,,$14.55,$0.00,$0.76, --,0,398800,$0
Colorado,12/16/24,"1,125",861,"1,714",108,$329.10,$12.76,$19.98,$5.48,5,5807719,"$2,940"
Connecticut,12/16/24,827,863,895,104,$396.62,$1.96,$21.87,$2.77,2,3605597,"$1,176"
County Tyrone,12/16/24,16,9,7,,$0.00,$0.00,$0.18, --,0,182000,$0
Dalarna County,12/16/24,92,607,453,,$61.57,$0.75,$2.26, --,0,286139,$0
Delaware,12/16/24,311,187,246,28,$148.73,$0.00,$3.30,$0.01,3,1003384,"$1,764"
Devon,12/16/24,114,13,47,,$71.23,$0.16,$1.44, --,0,1194166,$0
District of Columbia,12/16/24,416,601,"1,115",47,$184.38,$9.78,$15.90,$4.47,2,689545,"$1,176"
Drenthe,12/16/24,185,271,464,,$82.23,$0.64,$3.28, --,0,493682,$0
Dundee City Council,12/16/24,47,11,17,,$13.79,$0.00,$0.48, --,0,148210,$0
England,12/16/24,"10,158","12,299","8,628",,"$2,335.27",$215.21,$281.52, --,21,56489800,"$12,348"
Essex,12/16/24,329,32,172,,$145.99,$0.00,$4.54, --,2,1832700,"$1,176"
Flevoland,12/16/24,359,386,"1,207",,$128.18,$2.90,$11.86, --,0,423021,$0
Florida,12/16/24,"7,920","8,527","6,551","1,125","$4,506.89",$99.20,$129.80,$52.66,34,21781128,"$19,992"
Friesland,12/16/24,222,319,516,,$58.46,$1.74,$4.51, --,0,649944,$0
Gavleborg County,12/16/24,71,"1,074",525,,$27.92,$1.88,$3.15, --,0,287382,$0
Gelderland,12/16/24,"1,057",929,"2,604",,$406.99,$2.07,$24.30, --,0,2090168,$0
Georgia,12/16/24,"3,175","3,109","4,016",288,"$1,635.25",$100.41,$72.56,$14.90,21,10711908,"$12,348"
Glasgow City,12/16/24,234,41,107,,$38.18,$0.28,$2.34, --,0,635640,$0
Gotland County,12/16/24,17,98,112,,$1.58,$0.00,$0.58, --,0,60124,$0
Groningen,12/16/24,216,282,765,,$82.83,$0.78,$7.08, --,0,585090,$0
Halland County,12/16/24,85,546,543,,$36.51,$1.30,$3.36, --,0,336748,$0
Hampshire,12/16/24,201,28,133,,$50.19,$0.00,$3.42, --,2,1389200,"$1,176"
Hawaii,12/16/24,312,966,"1,192",60,$83.88,$47.98,$17.15,$0.45,2,1455271,"$1,176"
Hoogezand-Sappemeer,12/16/24,22,18,44,,$4.78,$0.00,$0.17, --,0,34049,$0
Idaho,12/16/24,286,182,278,23,$73.78,$0.00,$3.14,$0.24,0,1839106,$0
Illinois,12/16/24,"2,574","2,843","4,966",229,"$1,127.15",$35.19,$69.70,$10.65,14,12671469,"$8,232"
Indiana,12/16/24,"1,084",677,"1,395",79,$439.25,$20.17,$17.71,$2.17,9,6785528,"$5,292"
Iowa,12/16/24,372,201,514,33,$207.49,$24.20,$6.12,$7.97,1,3190369,$588
Isle of Anglesey,12/16/24,3,1,1,,$0.00,$0.00,$0.01, --,0,69961,$0
Jamtland County,12/16/24,35,194,210,,$14.77,$0.00,$1.36, --,0,132675,$0
Jonkoping County,12/16/24,80,791,566,,$42.93,$2.59,$2.84, --,0,363599,$0
Kalmar County,12/16/24,36,407,360,,$27.73,$0.24,$2.18, --,0,247896,$0
Kansas,12/16/24,418,202,499,31,$113.00,$8.55,$7.07,$1.89,3,2937880,"$1,764"
Kent,12/16/24,307,90,233,,$73.92,$0.23,$8.35, --,0,1589100,$0
Kentucky,12/16/24,665,394,803,47,$423.11,$24.28,$11.12,$8.13,5,4505836,"$2,940"
Kingston upon Hull,12/16/24,42,6,37,,$14.71,$0.00,$0.59, --,2,259778,"$1,176"
Kronoberg County,12/16/24,92,342,373,,$16.65,$0.80,$2.48, --,0,201469,$0
Lancashire,12/16/24,201,37,75,,$59.39,$0.00,$1.86, --,2,1517500,"$1,176"
Limburg,12/16/24,589,795,"1,350",,$248.28,$2.90,$13.81, --,0,1117201,$0
Louisiana,12/16/24,758,476,692,57,$500.58,$23.01,$12.20,$2.87,3,4657757,"$1,764"
Maine,12/16/24,204,254,340,12,$102.29,$0.09,$4.58,$0.07,1,1372247,$588
Maryland,12/16/24,"1,704","1,798","2,606",161,$854.53,$34.04,$48.50,$15.46,5,6165129,"$2,940"
Massachusetts,12/16/24,"1,419","2,726","3,190",180,$666.06,$34.31,$40.63,$4.28,6.5,6984723,"$3,822"
Michigan,12/16/24,"1,564","1,570","2,220",132,$747.50,$23.34,$31.10,$8.22,3,10077331,"$1,764"
Midlothian,12/16/24,15,0,5,,$0.61,$0.00,$0.00, --,0,93830,$0
Minnesota,12/16/24,826,683,"1,847",62,$333.32,$3.39,$31.15,$3.34,2,5706398,"$1,176"
Mississippi,12/16/24,389,412,386,31,$133.03,$9.58,$4.72,$0.76,2,2949965,"$1,176"
Missouri,12/16/24,983,595,"1,270",78,$422.53,$28.02,$20.22,$3.98,4,6168187,"$2,352"
Montana,12/16/24,157,91,158,11,$43.05,$5.36,$2.33,$0.01,3,1084225,"$1,764"
Nebraska,12/16/24,298,188,506,18,$170.28,$0.00,$5.37,$0.00,0,1961504,$0
Nevada,12/16/24,642,"1,303","1,204",95,$242.31,$35.17,$16.32,$5.45,3,3104614,"$1,764"
New Hampshire,12/16/24,233,285,396,27,$139.72,$2.85,$4.36,$0.18,0,1388992,$0
New Jersey,12/16/24,"3,367","2,694","3,836",260,"$1,638.09",$22.17,$54.78,$8.26,6,9288994,"$3,528"
New Mexico,12/16/24,249,189,374,29,$111.73,$4.52,$6.95,$0.38,2,2117522,"$1,176"
New York,12/16/24,"6,651","6,881","9,950",597,"$3,350.79",$169.85,$135.53,$23.85,28,19835913,"$16,464"
Norrbotten County,12/16/24,69,530,446,,$15.72,$1.05,$2.48, --,0,250093,$0
North Brabant,12/16/24,"1,534","1,710","3,818",,$555.20,$4.96,$33.81, --,3,2562955,"$1,764"
North Carolina,12/16/24,"2,424","2,434","3,066",197,"$1,335.58",$35.74,$51.95,$19.32,15,10551162,"$8,820"
North Dakota,12/16/24,88,42,123,5,$37.87,$0.00,$0.98,$0.00,0,779702,$0
North Holland,12/16/24,"3,842","11,739","19,240",,"$1,595.77",$84.64,$180.23, --,6,2877909,"$3,528"
North Lanarkshire,12/16/24,47,8,8,,$14.77,$0.00,$0.16, --,0,341140,$0
Northern Ireland,12/16/24,248,129,100,,$82.56,$0.07,$1.55, --,4,1903100,"$2,352"
Ohio,12/16/24,"2,075","2,171","2,690",127,$962.42,$59.42,$34.05,$4.39,4,11780017,"$2,352"
Oklahoma,12/16/24,573,198,611,24,$241.43,$15.61,$9.34,$0.03,2,3986639,"$1,176"
Orebro County,12/16/24,80,647,507,,$60.83,$2.10,$3.64, --,0,307011,$0
Oregon,12/16/24,588,"1,153","1,253",36,$178.03,$13.55,$15.79,$0.41,2,4237256,"$1,176"
Orkney,12/16/24,7,,,,$0.00, --, --, --,0,22400,$0
Ostergotland County,12/16/24,149,"1,001",899,,$97.39,$2.20,$6.14, --,0,465891,$0
Overijssel,12/16/24,493,561,"1,364",,$156.90,$1.38,$11.87, --,0,1162406,$0
Pembrokeshire,12/16/24,19,5,3,,$1.53,$0.00,$0.21, --,0,125818,$0
Pennsylvania,12/16/24,"2,314","1,838","3,326",166,"$1,004.76",$25.94,$41.13,$5.82,3,12964056,"$1,764"
Plymouth,12/16/24,47,5,24,,$8.93,$0.00,$0.62, --,0,263100,$0
Powys,12/16/24,16,,10,,$8.28, --,$0.36, --,0,133030,$0
Rhode Island,12/16/24,180,292,246,45,$54.61,$0.00,$2.33,$0.14,0,1098163,$0
San Francisco Bay Area,12/16/24,"1,853","5,086","3,140",150,"$1,029.18",$106.12,$47.82,$6.57,6,7753000,"$3,528"
Scotland,12/16/24,794,286,343,,$174.91,$0.15,$8.24, --,4,5479900,"$2,352"
Silicon Valley,12/16/24,490,"1,621",963,45,$237.11,$11.06,$15.99,$2.11,2,3137600,"$1,176"
Skane County,12/16/24,913,"5,986","5,007",,$302.77,$17.71,$33.15, --,1,1389336,$588
Sodermanland County,12/16/24,106,897,515,,$43.49,$2.05,$2.63, --,0,302935,$0
Somerset,12/16/24,94,9,56,,$22.56,$0.00,$2.16, --,0,965424,$0
South Carolina,12/16/24,"1,094","1,235",978,133,$654.90,$6.34,$23.90,$5.27,7,5190705,"$4,116"
South Dakota,12/16/24,107,43,124,3,$33.08,$0.00,$1.28,$0.04,0,903027,$0
South Holland,12/16/24,"3,574","13,703","12,850",,"$1,353.57",$137.14,$120.17, --,11,3714850,"$6,468"
Stockholm County,12/16/24,"2,361","18,632","15,275",,$884.25,$84.62,$117.30, --,4,2391990,"$2,352"
Stoke-on-Trent,12/16/24,58,16,20,,$7.63,$0.00,$0.29, --,0,256621,$0
Tennessee,12/16/24,"1,341","1,066","1,243",93,$611.77,$24.84,$21.13,$7.17,4,6975218,"$2,352"
Texas,12/16/24,"8,009","4,535","8,744",452,"$4,084.74",$68.71,$166.19,$33.42,26,29527941,"$15,288"
Uppsala County,12/16/24,142,960,"1,053",,$91.18,$4.12,$7.01, --,1,383713,$588
Utah,12/16/24,463,413,649,28,$130.61,$8.15,$9.40,$0.03,1,3337975,$588
Utrecht,12/16/24,880,827,"2,757",,$270.65,$5.01,$32.53, --,2,1361730,"$1,176"
Vale of Glamorgan,12/16/24,16,2,7,,$0.00,$0.00,$0.12, --,0,136720,$0
Varmland County,12/16/24,67,707,427,,$25.72,$1.83,$2.84, --,0,282342,$0
Vasterbotten County,12/16/24,87,959,556,,$60.29,$3.94,$2.90, --,1,272061,$588
Vasternorrland County,12/16/24,56,613,390,,$22.93,$1.35,$2.02, --,0,245653,$0
Vastmanland County,12/16/24,83,736,608,,$21.51,$1.10,$4.21, --,0,280988,$0
Vastra Gotaland County,12/16/24,761,"6,158","5,077",,$349.58,$19.35,$32.44, --,0,1755525,$0
Vermont,12/16/24,80,65,163,17,$61.13,$3.48,$1.79,$0.02,0,643077,$0
Virginia,12/16/24,"1,968","3,731","3,455",201,$933.28,$128.35,$53.00,$17.56,6,8642274,"$3,528"
Wales,12/16/24,493,176,205,,$115.36,$0.58,$6.47, --,0,3105000,$0
Washington,12/16/24,"1,125","2,045","3,075",114,$347.69,$86.16,$43.19,$13.19,5,7796941,"$2,940"
West Virginia,12/16/24,228,120,222,13,$85.41,$13.45,$2.33,$0.01,0,1782959,$0
Wisconsin,12/16/24,761,547,"1,283",50,$301.33,$1.47,$14.92,$3.71,3,5893718,"$1,764"
Wyoming,12/16/24,83,77,109,12,$18.40,$1.27,$1.35,$0.70,0,577719,$0
Zeeland,12/16/24,211,360,443,,$87.55,$0.76,$4.18, --,0,385095,$0
Akrotiri and Dhekelia,12/23/24,,,1,, --, --,$0.02, --,0,18195,$0
Alabama,12/23/24,884,97,"1,018",62,$577.77,$19.18,$20.99,$3.25,1,5039877,$588
Alaska,12/23/24,72,14,201,13,$35.19,$0.00,$3.09,$0.05,0,732673,$0
Arizona,12/23/24,"1,242",388,"1,892",147,$448.66,$1.98,$26.72,$4.36,2,7359197,"$1,176"
Arkansas,12/23/24,434,58,563,35,$150.88,$8.15,$11.59,$3.78,1,3011524,$588
Bedford,12/23/24,24,,27,,$6.61, --,$1.19, --,0,173292,$0
Berkshire,12/23/24,155,5,126,,$19.18,$0.00,$2.68, --,0,942400,$0
Blackpool,12/23/24,13,,4,,$0.00, --,$0.09, --,0,139300,$0
Blekinge County,12/23/24,56,373,174,,$18.43,$1.70,$1.16, --,0,159056,$0
Buckinghamshire,12/23/24,125,8,91,,$22.97,$0.00,$1.07, --,0,812200,$0
Caerphilly County Borough,12/23/24,24,0,2,,$10.26,$0.00,$0.52, --,0,181019,$0
California,12/23/24,"6,563","2,308","10,785",675,"$2,735.86",$115.91,$136.08,$26.64,7,39538223,"$4,116"
Central Bedfordshire,12/23/24,50,2,42,,$14.30,$0.00,$0.90, --,0,294200,$0
Cheshire East,12/23/24,72,,30,,$14.54, --,$0.39, --,0,398800,$0
Colorado,12/23/24,"1,052",131,"1,873",124,$315.80,$13.38,$19.10,$0.61,0,5807719,$0
Connecticut,12/23/24,981,89,"1,105",94,$476.10,$10.73,$14.17,$15.48,0,3605597,$0
County Tyrone,12/23/24,35,1,10,,$13.55,$0.00,$0.16, --,0,182000,$0
